"date"	"weekday"	"time"	"type"	"freq"
2013-12-02	"월"	"16"	"치킨"	608
2013-12-02	"월"	"16"	"음식점-중국음식"	856
2013-12-02	"월"	"17"	"음식점-족발/보쌈전문"	145
2013-12-02	"월"	"17"	"피자"	423
2013-12-02	"월"	"17"	"치킨"	1006
2013-12-02	"월"	"17"	"음식점-중국음식"	1164
2013-12-02	"월"	"18"	"음식점-족발/보쌈전문"	239
2013-12-02	"월"	"18"	"피자"	509
2013-12-02	"월"	"18"	"음식점-중국음식"	1529
2013-12-02	"월"	"18"	"치킨"	1593
2013-12-02	"월"	"19"	"음식점-족발/보쌈전문"	276
2013-12-02	"월"	"19"	"피자"	549
2013-12-02	"월"	"19"	"음식점-중국음식"	1429
2013-12-02	"월"	"19"	"치킨"	2059
2013-12-02	"월"	"20"	"음식점-족발/보쌈전문"	250
2013-12-02	"월"	"20"	"피자"	489
2013-12-02	"월"	"20"	"음식점-중국음식"	885
2013-12-02	"월"	"20"	"치킨"	1914
2013-12-02	"월"	"21"	"음식점-족발/보쌈전문"	190
2013-12-02	"월"	"21"	"음식점-중국음식"	360
2013-12-02	"월"	"21"	"피자"	511
2013-12-02	"월"	"21"	"치킨"	2009
2013-12-02	"월"	"22"	"음식점-족발/보쌈전문"	148
2013-12-02	"월"	"22"	"음식점-중국음식"	184
2013-12-02	"월"	"22"	"피자"	391
2013-12-02	"월"	"22"	"치킨"	1944
2013-12-02	"월"	"23"	"음식점-족발/보쌈전문"	94
2013-12-02	"월"	"23"	"피자"	118
2013-12-02	"월"	"23"	"음식점-중국음식"	149
2013-12-02	"월"	"23"	"치킨"	1367
2013-12-03	"화"	"0"	"피자"	27
2013-12-03	"화"	"0"	"음식점-족발/보쌈전문"	58
2013-12-03	"화"	"0"	"음식점-중국음식"	158
2013-12-03	"화"	"0"	"치킨"	523
2013-12-03	"화"	"1"	"피자"	14
2013-12-03	"화"	"1"	"음식점-족발/보쌈전문"	29
2013-12-03	"화"	"1"	"음식점-중국음식"	110
2013-12-03	"화"	"1"	"치킨"	221
2013-12-03	"화"	"2"	"피자"	10
2013-12-03	"화"	"2"	"음식점-족발/보쌈전문"	19
2013-12-03	"화"	"2"	"치킨"	64
2013-12-03	"화"	"2"	"음식점-중국음식"	91
2013-12-03	"화"	"3"	"피자"	5
2013-12-03	"화"	"3"	"음식점-족발/보쌈전문"	8
2013-12-03	"화"	"3"	"치킨"	22
2013-12-03	"화"	"3"	"음식점-중국음식"	69
2013-12-03	"화"	"4"	"피자"	5
2013-12-03	"화"	"4"	"음식점-족발/보쌈전문"	8
2013-12-03	"화"	"4"	"치킨"	15
2013-12-03	"화"	"4"	"음식점-중국음식"	70
2013-12-03	"화"	"5"	"음식점-족발/보쌈전문"	7
2013-12-03	"화"	"5"	"치킨"	9
2013-12-03	"화"	"5"	"피자"	9
2013-12-03	"화"	"5"	"음식점-중국음식"	49
2013-12-03	"화"	"6"	"음식점-족발/보쌈전문"	10
2013-12-03	"화"	"6"	"음식점-중국음식"	62
2013-12-03	"화"	"7"	"치킨"	6
2013-12-03	"화"	"7"	"음식점-중국음식"	42
2013-12-03	"화"	"8"	"음식점-족발/보쌈전문"	7
2013-12-03	"화"	"8"	"음식점-중국음식"	57
2013-12-03	"화"	"9"	"음식점-족발/보쌈전문"	13
2013-12-03	"화"	"9"	"피자"	13
2013-12-03	"화"	"9"	"치킨"	14
2013-12-03	"화"	"9"	"음식점-중국음식"	171
2013-12-03	"화"	"10"	"치킨"	23
2013-12-03	"화"	"10"	"음식점-족발/보쌈전문"	39
2013-12-03	"화"	"10"	"피자"	62
2013-12-03	"화"	"10"	"음식점-중국음식"	473
2013-12-03	"화"	"11"	"음식점-족발/보쌈전문"	66
2013-12-03	"화"	"11"	"치킨"	79
2013-12-03	"화"	"11"	"피자"	185
2013-12-03	"화"	"11"	"음식점-중국음식"	1553
2013-12-03	"화"	"12"	"음식점-족발/보쌈전문"	74
2013-12-03	"화"	"12"	"피자"	174
2013-12-03	"화"	"12"	"치킨"	207
2013-12-03	"화"	"12"	"음식점-중국음식"	2072
2013-12-03	"화"	"13"	"음식점-족발/보쌈전문"	65
2013-12-03	"화"	"13"	"피자"	184
2013-12-03	"화"	"13"	"치킨"	259
2013-12-03	"화"	"13"	"음식점-중국음식"	1532
2013-12-03	"화"	"14"	"음식점-족발/보쌈전문"	62
2013-12-03	"화"	"14"	"피자"	212
2013-12-03	"화"	"14"	"치킨"	274
2013-12-03	"화"	"14"	"음식점-중국음식"	1083
2013-12-03	"화"	"15"	"음식점-족발/보쌈전문"	62
2013-12-03	"화"	"15"	"피자"	269
2013-12-03	"화"	"15"	"치킨"	406
2013-12-03	"화"	"15"	"음식점-중국음식"	924
2013-12-03	"화"	"16"	"음식점-족발/보쌈전문"	102
2013-12-03	"화"	"16"	"피자"	389
2013-12-03	"화"	"16"	"치킨"	659
2013-12-03	"화"	"16"	"음식점-중국음식"	977
2013-12-03	"화"	"17"	"음식점-족발/보쌈전문"	154
2013-12-03	"화"	"17"	"피자"	519
2013-12-03	"화"	"17"	"치킨"	1124
2013-12-03	"화"	"17"	"음식점-중국음식"	1281
2013-12-03	"화"	"18"	"음식점-족발/보쌈전문"	282
2013-12-03	"화"	"18"	"피자"	601
2013-12-03	"화"	"18"	"음식점-중국음식"	1680
2013-12-03	"화"	"18"	"치킨"	1927
2013-12-03	"화"	"19"	"음식점-족발/보쌈전문"	333
2013-12-03	"화"	"19"	"피자"	622
2013-12-03	"화"	"19"	"음식점-중국음식"	1486
2013-12-03	"화"	"19"	"치킨"	2340
2013-12-03	"화"	"20"	"음식점-족발/보쌈전문"	210
2013-12-03	"화"	"20"	"피자"	524
2013-12-03	"화"	"20"	"음식점-중국음식"	957
2013-12-03	"화"	"20"	"치킨"	2244
2013-12-03	"화"	"21"	"음식점-족발/보쌈전문"	170
2013-12-03	"화"	"21"	"음식점-중국음식"	393
2013-12-03	"화"	"21"	"피자"	510
2013-12-03	"화"	"21"	"치킨"	2162
2013-12-03	"화"	"22"	"음식점-족발/보쌈전문"	127
2013-12-03	"화"	"22"	"음식점-중국음식"	201
2013-12-03	"화"	"22"	"피자"	396
2013-12-03	"화"	"22"	"치킨"	2124
2013-12-03	"화"	"23"	"음식점-족발/보쌈전문"	93
2013-12-03	"화"	"23"	"피자"	123
2013-12-03	"화"	"23"	"음식점-중국음식"	190
2013-12-03	"화"	"23"	"치킨"	1366
2013-12-04	"수"	"0"	"피자"	34
2013-12-04	"수"	"0"	"음식점-족발/보쌈전문"	56
2013-12-04	"수"	"0"	"음식점-중국음식"	142
2013-12-04	"수"	"0"	"치킨"	608
2013-12-04	"수"	"1"	"피자"	22
2013-12-04	"수"	"1"	"음식점-족발/보쌈전문"	37
2013-12-04	"수"	"1"	"음식점-중국음식"	108
2013-12-04	"수"	"1"	"치킨"	191
2013-12-04	"수"	"2"	"음식점-족발/보쌈전문"	8
2013-12-04	"수"	"2"	"피자"	12
2013-12-04	"수"	"2"	"치킨"	78
2013-12-04	"수"	"2"	"음식점-중국음식"	107
2013-12-04	"수"	"3"	"피자"	5
2013-12-04	"수"	"3"	"치킨"	26
2013-12-04	"수"	"3"	"음식점-중국음식"	77
2013-12-04	"수"	"4"	"음식점-족발/보쌈전문"	7
2013-12-04	"수"	"4"	"피자"	10
2013-12-04	"수"	"4"	"치킨"	20
2013-12-04	"수"	"4"	"음식점-중국음식"	74
2013-12-04	"수"	"5"	"피자"	7
2013-12-04	"수"	"5"	"치킨"	10
2013-12-04	"수"	"5"	"음식점-중국음식"	73
2013-12-04	"수"	"6"	"음식점-족발/보쌈전문"	11
2013-12-04	"수"	"6"	"음식점-중국음식"	42
2013-12-04	"수"	"7"	"피자"	7
2013-12-04	"수"	"7"	"음식점-족발/보쌈전문"	8
2013-12-04	"수"	"7"	"음식점-중국음식"	33
2013-12-04	"수"	"8"	"치킨"	5
2013-12-04	"수"	"8"	"음식점-중국음식"	50
2013-12-04	"수"	"9"	"치킨"	7
2013-12-04	"수"	"9"	"음식점-족발/보쌈전문"	14
2013-12-04	"수"	"9"	"피자"	15
2013-12-04	"수"	"9"	"음식점-중국음식"	166
2013-12-04	"수"	"10"	"치킨"	14
2013-12-04	"수"	"10"	"음식점-족발/보쌈전문"	31
2013-12-04	"수"	"10"	"피자"	48
2013-12-04	"수"	"10"	"음식점-중국음식"	477
2013-12-04	"수"	"11"	"음식점-족발/보쌈전문"	60
2013-12-04	"수"	"11"	"치킨"	95
2013-12-04	"수"	"11"	"피자"	180
2013-12-04	"수"	"11"	"음식점-중국음식"	1436
2013-12-04	"수"	"12"	"음식점-족발/보쌈전문"	75
2013-12-04	"수"	"12"	"치킨"	220
2013-12-04	"수"	"12"	"피자"	235
2013-12-04	"수"	"12"	"음식점-중국음식"	2089
2013-12-04	"수"	"13"	"음식점-족발/보쌈전문"	59
2013-12-04	"수"	"13"	"피자"	242
2013-12-04	"수"	"13"	"치킨"	258
2013-12-04	"수"	"13"	"음식점-중국음식"	1635
2013-12-04	"수"	"14"	"음식점-족발/보쌈전문"	78
2013-12-04	"수"	"14"	"피자"	248
2013-12-04	"수"	"14"	"치킨"	283
2013-12-04	"수"	"14"	"음식점-중국음식"	1155
2013-12-04	"수"	"15"	"음식점-족발/보쌈전문"	66
2013-12-04	"수"	"15"	"피자"	288
2013-12-04	"수"	"15"	"치킨"	482
2013-12-04	"수"	"15"	"음식점-중국음식"	985
2013-12-04	"수"	"16"	"음식점-족발/보쌈전문"	96
2013-12-04	"수"	"16"	"피자"	369
2013-12-04	"수"	"16"	"치킨"	649
2013-12-04	"수"	"16"	"음식점-중국음식"	937
2013-12-04	"수"	"17"	"음식점-족발/보쌈전문"	190
2013-12-04	"수"	"17"	"피자"	519
2013-12-04	"수"	"17"	"치킨"	1268
2013-12-04	"수"	"17"	"음식점-중국음식"	1350
2013-12-04	"수"	"18"	"음식점-족발/보쌈전문"	326
2013-12-04	"수"	"18"	"피자"	692
2013-12-04	"수"	"18"	"음식점-중국음식"	1861
2013-12-04	"수"	"18"	"치킨"	2007
2013-12-04	"수"	"19"	"음식점-족발/보쌈전문"	321
2013-12-04	"수"	"19"	"피자"	645
2013-12-04	"수"	"19"	"음식점-중국음식"	1568
2013-12-04	"수"	"19"	"치킨"	2472
2013-12-04	"수"	"20"	"음식점-족발/보쌈전문"	239
2013-12-04	"수"	"20"	"피자"	546
2013-12-04	"수"	"20"	"음식점-중국음식"	959
2013-12-04	"수"	"20"	"치킨"	2246
2013-12-04	"수"	"21"	"음식점-족발/보쌈전문"	211
2013-12-04	"수"	"21"	"음식점-중국음식"	390
2013-12-04	"수"	"21"	"피자"	516
2013-12-04	"수"	"21"	"치킨"	2370
2013-12-04	"수"	"22"	"음식점-족발/보쌈전문"	160
2013-12-04	"수"	"22"	"음식점-중국음식"	202
2013-12-04	"수"	"22"	"피자"	390
2013-12-04	"수"	"22"	"치킨"	2248
2013-12-04	"수"	"23"	"음식점-족발/보쌈전문"	93
2013-12-04	"수"	"23"	"피자"	138
2013-12-04	"수"	"23"	"음식점-중국음식"	141
2013-12-04	"수"	"23"	"치킨"	1391
2013-12-05	"목"	"0"	"피자"	53
2013-12-05	"목"	"0"	"음식점-족발/보쌈전문"	65
2013-12-05	"목"	"0"	"음식점-중국음식"	157
2013-12-05	"목"	"0"	"치킨"	606
2013-12-05	"목"	"1"	"피자"	20
2013-12-05	"목"	"1"	"음식점-족발/보쌈전문"	31
2013-12-05	"목"	"1"	"음식점-중국음식"	126
2013-12-05	"목"	"1"	"치킨"	246
2013-12-05	"목"	"2"	"피자"	5
2013-12-05	"목"	"2"	"음식점-족발/보쌈전문"	16
2013-12-05	"목"	"2"	"치킨"	81
2013-12-05	"목"	"2"	"음식점-중국음식"	112
2013-12-05	"목"	"3"	"음식점-족발/보쌈전문"	12
2013-12-05	"목"	"3"	"피자"	13
2013-12-05	"목"	"3"	"치킨"	36
2013-12-05	"목"	"3"	"음식점-중국음식"	88
2013-12-05	"목"	"4"	"피자"	5
2013-12-05	"목"	"4"	"치킨"	25
2013-12-05	"목"	"4"	"음식점-중국음식"	75
2013-12-05	"목"	"5"	"음식점-족발/보쌈전문"	5
2013-12-05	"목"	"5"	"치킨"	7
2013-12-05	"목"	"5"	"음식점-중국음식"	54
2013-12-05	"목"	"6"	"피자"	5
2013-12-05	"목"	"6"	"음식점-족발/보쌈전문"	7
2013-12-05	"목"	"6"	"치킨"	8
2013-12-05	"목"	"6"	"음식점-중국음식"	49
2013-12-05	"목"	"7"	"피자"	5
2013-12-05	"목"	"7"	"음식점-족발/보쌈전문"	12
2013-12-05	"목"	"7"	"음식점-중국음식"	41
2013-12-05	"목"	"8"	"치킨"	6
2013-12-05	"목"	"8"	"음식점-중국음식"	72
2013-12-05	"목"	"9"	"치킨"	8
2013-12-05	"목"	"9"	"피자"	10
2013-12-05	"목"	"9"	"음식점-족발/보쌈전문"	17
2013-12-05	"목"	"9"	"음식점-중국음식"	181
2013-12-05	"목"	"10"	"치킨"	30
2013-12-05	"목"	"10"	"음식점-족발/보쌈전문"	43
2013-12-05	"목"	"10"	"피자"	56
2013-12-05	"목"	"10"	"음식점-중국음식"	496
2013-12-05	"목"	"11"	"음식점-족발/보쌈전문"	57
2013-12-05	"목"	"11"	"치킨"	108
2013-12-05	"목"	"11"	"피자"	177
2013-12-05	"목"	"11"	"음식점-중국음식"	1549
2013-12-05	"목"	"12"	"음식점-족발/보쌈전문"	69
2013-12-05	"목"	"12"	"피자"	233
2013-12-05	"목"	"12"	"치킨"	237
2013-12-05	"목"	"12"	"음식점-중국음식"	2230
2013-12-05	"목"	"13"	"음식점-족발/보쌈전문"	70
2013-12-05	"목"	"13"	"피자"	242
2013-12-05	"목"	"13"	"치킨"	261
2013-12-05	"목"	"13"	"음식점-중국음식"	1686
2013-12-05	"목"	"14"	"음식점-족발/보쌈전문"	64
2013-12-05	"목"	"14"	"피자"	238
2013-12-05	"목"	"14"	"치킨"	301
2013-12-05	"목"	"14"	"음식점-중국음식"	1185
2013-12-05	"목"	"15"	"음식점-족발/보쌈전문"	62
2013-12-05	"목"	"15"	"피자"	311
2013-12-05	"목"	"15"	"치킨"	471
2013-12-05	"목"	"15"	"음식점-중국음식"	931
2013-12-05	"목"	"16"	"음식점-족발/보쌈전문"	121
2013-12-05	"목"	"16"	"피자"	388
2013-12-05	"목"	"16"	"치킨"	716
2013-12-05	"목"	"16"	"음식점-중국음식"	964
2013-12-05	"목"	"17"	"음식점-족발/보쌈전문"	200
2013-12-05	"목"	"17"	"피자"	512
2013-12-05	"목"	"17"	"치킨"	1336
2013-12-05	"목"	"17"	"음식점-중국음식"	1342
2013-12-05	"목"	"18"	"음식점-족발/보쌈전문"	351
2013-12-05	"목"	"18"	"피자"	716
2013-12-05	"목"	"18"	"음식점-중국음식"	1885
2013-12-05	"목"	"18"	"치킨"	2123
2013-12-05	"목"	"19"	"음식점-족발/보쌈전문"	370
2013-12-05	"목"	"19"	"피자"	750
2013-12-05	"목"	"19"	"음식점-중국음식"	1645
2013-12-05	"목"	"19"	"치킨"	2707
2013-12-05	"목"	"20"	"음식점-족발/보쌈전문"	253
2013-12-05	"목"	"20"	"피자"	676
2013-12-05	"목"	"20"	"음식점-중국음식"	984
2013-12-05	"목"	"20"	"치킨"	2390
2013-12-05	"목"	"21"	"음식점-족발/보쌈전문"	205
2013-12-05	"목"	"21"	"음식점-중국음식"	398
2013-12-05	"목"	"21"	"피자"	537
2013-12-05	"목"	"21"	"치킨"	2474
2013-12-05	"목"	"22"	"음식점-족발/보쌈전문"	143
2013-12-05	"목"	"22"	"음식점-중국음식"	217
2013-12-05	"목"	"22"	"피자"	363
2013-12-05	"목"	"22"	"치킨"	2267
2013-12-05	"목"	"23"	"피자"	128
2013-12-05	"목"	"23"	"음식점-족발/보쌈전문"	136
2013-12-05	"목"	"23"	"음식점-중국음식"	194
2013-12-05	"목"	"23"	"치킨"	1568
2013-12-06	"금"	"0"	"피자"	20
2013-12-06	"금"	"0"	"음식점-족발/보쌈전문"	52
2013-12-06	"금"	"0"	"음식점-중국음식"	208
2013-12-06	"금"	"0"	"치킨"	645
2013-12-06	"금"	"1"	"피자"	16
2013-12-06	"금"	"1"	"음식점-족발/보쌈전문"	35
2013-12-06	"금"	"1"	"음식점-중국음식"	153
2013-12-06	"금"	"1"	"치킨"	237
2013-12-06	"금"	"2"	"음식점-족발/보쌈전문"	14
2013-12-06	"금"	"2"	"피자"	14
2013-12-06	"금"	"2"	"치킨"	79
2013-12-06	"금"	"2"	"음식점-중국음식"	125
2013-12-06	"금"	"3"	"음식점-족발/보쌈전문"	7
2013-12-06	"금"	"3"	"치킨"	37
2013-12-06	"금"	"3"	"음식점-중국음식"	82
2013-12-06	"금"	"4"	"피자"	8
2013-12-06	"금"	"4"	"치킨"	18
2013-12-06	"금"	"4"	"음식점-중국음식"	75
2013-12-06	"금"	"5"	"치킨"	8
2013-12-06	"금"	"5"	"피자"	8
2013-12-06	"금"	"5"	"음식점-중국음식"	58
2013-12-06	"금"	"6"	"음식점-족발/보쌈전문"	6
2013-12-06	"금"	"6"	"음식점-중국음식"	62
2013-12-06	"금"	"7"	"음식점-족발/보쌈전문"	11
2013-12-06	"금"	"7"	"음식점-중국음식"	36
2013-12-06	"금"	"8"	"치킨"	6
2013-12-06	"금"	"8"	"음식점-중국음식"	73
2013-12-06	"금"	"9"	"치킨"	13
2013-12-06	"금"	"9"	"피자"	15
2013-12-06	"금"	"9"	"음식점-족발/보쌈전문"	20
2013-12-06	"금"	"9"	"음식점-중국음식"	176
2013-12-06	"금"	"10"	"치킨"	27
2013-12-06	"금"	"10"	"음식점-족발/보쌈전문"	31
2013-12-06	"금"	"10"	"피자"	56
2013-12-06	"금"	"10"	"음식점-중국음식"	527
2013-12-06	"금"	"11"	"음식점-족발/보쌈전문"	81
2013-12-06	"금"	"11"	"치킨"	130
2013-12-06	"금"	"11"	"피자"	203
2013-12-06	"금"	"11"	"음식점-중국음식"	1665
2013-12-06	"금"	"12"	"음식점-족발/보쌈전문"	71
2013-12-06	"금"	"12"	"치킨"	251
2013-12-06	"금"	"12"	"피자"	300
2013-12-06	"금"	"12"	"음식점-중국음식"	2277
2013-12-06	"금"	"13"	"음식점-족발/보쌈전문"	62
2013-12-06	"금"	"13"	"치킨"	247
2013-12-06	"금"	"13"	"피자"	274
2013-12-06	"금"	"13"	"음식점-중국음식"	1783
2013-12-06	"금"	"14"	"음식점-족발/보쌈전문"	75
2013-12-06	"금"	"14"	"피자"	274
2013-12-06	"금"	"14"	"치킨"	325
2013-12-06	"금"	"14"	"음식점-중국음식"	1221
2013-12-06	"금"	"15"	"음식점-족발/보쌈전문"	73
2013-12-06	"금"	"15"	"피자"	311
2013-12-06	"금"	"15"	"치킨"	488
2013-12-06	"금"	"15"	"음식점-중국음식"	1001
2013-12-06	"금"	"16"	"음식점-족발/보쌈전문"	131
2013-12-06	"금"	"16"	"피자"	425
2013-12-06	"금"	"16"	"치킨"	753
2013-12-06	"금"	"16"	"음식점-중국음식"	1015
2013-12-06	"금"	"17"	"음식점-족발/보쌈전문"	238
2013-12-06	"금"	"17"	"피자"	560
2013-12-06	"금"	"17"	"치킨"	1359
2013-12-06	"금"	"17"	"음식점-중국음식"	1410
2013-12-06	"금"	"18"	"음식점-족발/보쌈전문"	380
2013-12-06	"금"	"18"	"피자"	785
2013-12-06	"금"	"18"	"음식점-중국음식"	1941
2013-12-06	"금"	"18"	"치킨"	2596
2013-12-06	"금"	"19"	"음식점-족발/보쌈전문"	436
2013-12-06	"금"	"19"	"피자"	818
2013-12-06	"금"	"19"	"음식점-중국음식"	1874
2013-12-06	"금"	"19"	"치킨"	3336
2013-12-06	"금"	"20"	"음식점-족발/보쌈전문"	332
2013-12-06	"금"	"20"	"피자"	749
2013-12-06	"금"	"20"	"음식점-중국음식"	1155
2013-12-06	"금"	"20"	"치킨"	3462
2013-12-06	"금"	"21"	"음식점-족발/보쌈전문"	328
2013-12-06	"금"	"21"	"음식점-중국음식"	468
2013-12-06	"금"	"21"	"피자"	740
2013-12-06	"금"	"21"	"치킨"	3469
2013-12-06	"금"	"22"	"음식점-중국음식"	244
2013-12-06	"금"	"22"	"음식점-족발/보쌈전문"	274
2013-12-06	"금"	"22"	"피자"	591
2013-12-06	"금"	"22"	"치킨"	3667
2013-12-06	"금"	"23"	"음식점-족발/보쌈전문"	182
2013-12-06	"금"	"23"	"피자"	185
2013-12-06	"금"	"23"	"음식점-중국음식"	191
2013-12-06	"금"	"23"	"치킨"	2603
2013-12-07	"토"	"0"	"피자"	49
2013-12-07	"토"	"0"	"음식점-족발/보쌈전문"	86
2013-12-07	"토"	"0"	"음식점-중국음식"	165
2013-12-07	"토"	"0"	"치킨"	1152
2013-12-07	"토"	"1"	"피자"	25
2013-12-07	"토"	"1"	"음식점-족발/보쌈전문"	49
2013-12-07	"토"	"1"	"음식점-중국음식"	163
2013-12-07	"토"	"1"	"치킨"	390
2013-12-07	"토"	"2"	"피자"	21
2013-12-07	"토"	"2"	"음식점-족발/보쌈전문"	28
2013-12-07	"토"	"2"	"음식점-중국음식"	130
2013-12-07	"토"	"2"	"치킨"	137
2013-12-07	"토"	"3"	"피자"	8
2013-12-07	"토"	"3"	"음식점-족발/보쌈전문"	15
2013-12-07	"토"	"3"	"치킨"	41
2013-12-07	"토"	"3"	"음식점-중국음식"	111
2013-12-07	"토"	"4"	"음식점-족발/보쌈전문"	7
2013-12-07	"토"	"4"	"피자"	10
2013-12-07	"토"	"4"	"치킨"	33
2013-12-07	"토"	"4"	"음식점-중국음식"	108
2013-12-07	"토"	"5"	"음식점-족발/보쌈전문"	6
2013-12-07	"토"	"5"	"피자"	8
2013-12-07	"토"	"5"	"치킨"	16
2013-12-07	"토"	"5"	"음식점-중국음식"	67
2013-12-07	"토"	"6"	"치킨"	7
2013-12-07	"토"	"6"	"음식점-족발/보쌈전문"	10
2013-12-07	"토"	"6"	"음식점-중국음식"	60
2013-12-07	"토"	"7"	"치킨"	5
2013-12-07	"토"	"7"	"음식점-족발/보쌈전문"	8
2013-12-07	"토"	"7"	"음식점-중국음식"	54
2013-12-07	"토"	"8"	"피자"	7
2013-12-07	"토"	"8"	"음식점-중국음식"	72
2013-12-07	"토"	"9"	"피자"	12
2013-12-07	"토"	"9"	"치킨"	13
2013-12-07	"토"	"9"	"음식점-족발/보쌈전문"	17
2013-12-07	"토"	"9"	"음식점-중국음식"	245
2013-12-07	"토"	"10"	"음식점-족발/보쌈전문"	34
2013-12-07	"토"	"10"	"치킨"	35
2013-12-07	"토"	"10"	"피자"	85
2013-12-07	"토"	"10"	"음식점-중국음식"	719
2013-12-07	"토"	"11"	"음식점-족발/보쌈전문"	82
2013-12-07	"토"	"11"	"치킨"	200
2013-12-07	"토"	"11"	"피자"	371
2013-12-07	"토"	"11"	"음식점-중국음식"	2258
2013-12-07	"토"	"12"	"음식점-족발/보쌈전문"	117
2013-12-07	"토"	"12"	"피자"	666
2013-12-07	"토"	"12"	"치킨"	676
2013-12-07	"토"	"12"	"음식점-중국음식"	3406
2013-12-07	"토"	"13"	"음식점-족발/보쌈전문"	110
2013-12-07	"토"	"13"	"피자"	643
2013-12-07	"토"	"13"	"치킨"	648
2013-12-07	"토"	"13"	"음식점-중국음식"	3200
2013-12-07	"토"	"14"	"음식점-족발/보쌈전문"	91
2013-12-07	"토"	"14"	"피자"	551
2013-12-07	"토"	"14"	"치킨"	672
2013-12-07	"토"	"14"	"음식점-중국음식"	2165
2013-12-07	"토"	"15"	"음식점-족발/보쌈전문"	128
2013-12-07	"토"	"15"	"피자"	521
2013-12-07	"토"	"15"	"치킨"	752
2013-12-07	"토"	"15"	"음식점-중국음식"	1540
2013-12-07	"토"	"16"	"음식점-족발/보쌈전문"	184
2013-12-07	"토"	"16"	"피자"	615
2013-12-07	"토"	"16"	"치킨"	1095
2013-12-07	"토"	"16"	"음식점-중국음식"	1340
2013-12-07	"토"	"17"	"음식점-족발/보쌈전문"	350
2013-12-07	"토"	"17"	"피자"	911
2013-12-07	"토"	"17"	"음식점-중국음식"	1921
2013-12-07	"토"	"17"	"치킨"	2314
2013-12-07	"토"	"18"	"음식점-족발/보쌈전문"	525
2013-12-07	"토"	"18"	"피자"	1172
2013-12-07	"토"	"18"	"음식점-중국음식"	2464
2013-12-07	"토"	"18"	"치킨"	3640
2013-12-07	"토"	"19"	"음식점-족발/보쌈전문"	435
2013-12-07	"토"	"19"	"피자"	940
2013-12-07	"토"	"19"	"음식점-중국음식"	1839
2013-12-07	"토"	"19"	"치킨"	3400
2013-12-07	"토"	"20"	"음식점-족발/보쌈전문"	371
2013-12-07	"토"	"20"	"피자"	867
2013-12-07	"토"	"20"	"음식점-중국음식"	1038
2013-12-07	"토"	"20"	"치킨"	3148
2013-12-07	"토"	"21"	"음식점-족발/보쌈전문"	270
2013-12-07	"토"	"21"	"음식점-중국음식"	439
2013-12-07	"토"	"21"	"피자"	840
2013-12-07	"토"	"21"	"치킨"	3464
2013-12-07	"토"	"22"	"음식점-중국음식"	218
2013-12-07	"토"	"22"	"음식점-족발/보쌈전문"	267
2013-12-07	"토"	"22"	"피자"	609
2013-12-07	"토"	"22"	"치킨"	3552
2013-12-07	"토"	"23"	"음식점-족발/보쌈전문"	176
2013-12-07	"토"	"23"	"피자"	193
2013-12-07	"토"	"23"	"음식점-중국음식"	203
2013-12-07	"토"	"23"	"치킨"	2607
2013-12-08	"일"	"0"	"피자"	45
2013-12-08	"일"	"0"	"음식점-족발/보쌈전문"	109
2013-12-08	"일"	"0"	"음식점-중국음식"	178
2013-12-08	"일"	"0"	"치킨"	1121
2013-12-08	"일"	"1"	"피자"	26
2013-12-08	"일"	"1"	"음식점-족발/보쌈전문"	58
2013-12-08	"일"	"1"	"음식점-중국음식"	162
2013-12-08	"일"	"1"	"치킨"	387
2013-12-08	"일"	"2"	"피자"	18
2013-12-08	"일"	"2"	"음식점-족발/보쌈전문"	24
2013-12-08	"일"	"2"	"음식점-중국음식"	116
2013-12-08	"일"	"2"	"치킨"	143
2013-12-08	"일"	"3"	"피자"	7
2013-12-08	"일"	"3"	"음식점-족발/보쌈전문"	15
2013-12-08	"일"	"3"	"치킨"	28
2013-12-08	"일"	"3"	"음식점-중국음식"	109
2013-12-08	"일"	"4"	"피자"	5
2013-12-08	"일"	"4"	"치킨"	29
2013-12-08	"일"	"4"	"음식점-중국음식"	85
2013-12-08	"일"	"5"	"피자"	5
2013-12-08	"일"	"5"	"치킨"	15
2013-12-08	"일"	"5"	"음식점-중국음식"	64
2013-12-08	"일"	"6"	"피자"	6
2013-12-08	"일"	"6"	"음식점-중국음식"	41
2013-12-08	"일"	"7"	"음식점-중국음식"	57
2013-12-08	"일"	"8"	"피자"	6
2013-12-08	"일"	"8"	"음식점-중국음식"	104
2013-12-08	"일"	"9"	"음식점-족발/보쌈전문"	10
2013-12-08	"일"	"9"	"피자"	16
2013-12-08	"일"	"9"	"음식점-중국음식"	180
2013-12-08	"일"	"10"	"치킨"	16
2013-12-08	"일"	"10"	"음식점-족발/보쌈전문"	29
2013-12-08	"일"	"10"	"피자"	94
2013-12-08	"일"	"10"	"음식점-중국음식"	669
2013-12-08	"일"	"11"	"음식점-족발/보쌈전문"	60
2013-12-08	"일"	"11"	"치킨"	169
2013-12-08	"일"	"11"	"피자"	385
2013-12-08	"일"	"11"	"음식점-중국음식"	2026
2013-12-08	"일"	"12"	"음식점-족발/보쌈전문"	98
2013-12-08	"일"	"12"	"치킨"	550
2013-12-08	"일"	"12"	"피자"	663
2013-12-08	"일"	"12"	"음식점-중국음식"	3079
2013-12-08	"일"	"13"	"음식점-족발/보쌈전문"	116
2013-12-08	"일"	"13"	"치킨"	731
